geneID	patricID	transcriptID	function	ri_t04_A	ri_t04_B	ri_t04_C	ri_t12_A	ri_t12_B	ri_t12_C	ri_t48_A	ri_t48_B	ri_t48_C	btri_t12_riA	btri_t12_riB	btri_t12_riC	btri_t24_riA	btri_t24_riB	btri_t24_riC	btri_t36_riA	btri_t36_riB	btri_t36_riC
RIL182_00033	fig|536231.75.peg.29	fig|536231.75.peg.29|RIL182_00033	FIG00519257: hypothetical protein	0.62944	0.94181	0	1.396169	0.266974	0	9.903971	9.357994	8.16152	6.165029	0	14.627092	0	0	0	11.393815	51.115244	0
	fig|536231.75.peg.30	fig|536231.75.peg.30	hypothetical protein	3.2159	3.008656	1.738211	0.872121	2.545476	2.519842	78.552286	68.86098	40.744915	24.1886	37.150723	6.399031	27.364922	0	48.305159	15.005219	21.856714	77.054282
RIL182_00034	fig|536231.75.peg.31	fig|536231.75.peg.31|RIL182_00034	FIG00529820: hypothetical protein	0.522652	0.254771	0.358658	0.248461	0.148318	0.311778	3.807974	2.446163	3.082669	0.519447	0.358661	1.088033	0.718361	0	0	0.198471	0	3.15372
RIL182_00035	fig|536231.75.peg.32	fig|536231.75.peg.32|RIL182_00035	hypothetical protein	0.488368	0.133526	0.909622	0	0	0	4.111602	8.615903	1.056314	0	0	0	0	0	0	0	0	33.471557
	fig|536231.75.peg.33	fig|536231.75.peg.33	hypothetical protein	0.343772	0.450301	0	0.266653	0.133126	0.094772	10.119934	7.405421	6.013806	0	0	0	9.11635	0	0	0	26.007545	0
RIL182_00036	fig|536231.75.peg.34	fig|536231.75.peg.34|RIL182_00036	hypothetical protein	2.518861	1.603173	2.674401	0.63788	0.645515	0.527841	39.765026	38.007752	28.734099	3.627463	6.813318	5.71782	9.137776	12.795151	5.263459	12.616422	20.689429	6.824478
	fig|536231.75.peg.35	fig|536231.75.peg.35	hypothetical protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RIL182_00037	fig|536231.75.peg.36	fig|536231.75.peg.36|RIL182_00037	hypothetical protein	1.460132	0.967309	2.680568	0.258245	0.420274	0.027721	19.058698	12.820992	10.913644	1.664858	1.516949	1.323065	5.413617	10.300384	8.146012	28.74619	26.201894	6.134999
RIL182_00038	fig|536231.75.peg.37	fig|536231.75.peg.37|RIL182_00038	hypothetical protein	1.495134	1.004965	0.978755	0.093416	0.409389	0	32.301462	39.027004	13.687615	1.485418	5.995617	0	0	0	0	20.467149	0	41.586601
RIL182_00039	fig|536231.75.peg.38	fig|536231.75.peg.38|RIL182_00039	hypothetical protein	15.107468	7.22681	13.532832	21.186783	10.216475	26.285097	182.692059	139.60955	150.812785	46.689662	61.470843	46.347861	37.332923	65.177407	47.493791	45.008903	70.076241	39.994971
RIL182_00040	fig|536231.75.peg.39	fig|536231.75.peg.39|RIL182_00040	hypothetical protein	17.612749	7.688588	12.877906	37.04033	13.808794	28.495127	136.914699	121.274346	125.814417	105.868024	106.196716	91.257525	59.475473	78.461743	112.424866	37.493179	71.603125	39.358976
RIL182_00041	fig|536231.75.peg.40	fig|536231.75.peg.40|RIL182_00041	hypothetical protein	3.850921	2.614594	3.502606	3.460153	1.047398	10.025564	40.051543	20.999959	33.720271	17.126637	11.524543	24.089442	25.323194	0	0	10.511361	0	39.505225
RIL182_00042	fig|536231.75.peg.41	fig|536231.75.peg.41|RIL182_00042	putative secreted protein	1.961089	1.183857	1.930412	2.553947	0.707375	5.376832	29.09471	24.051664	18.277019	4.138136	6.507776	5.245865	5.634542	7.576437	6.19854	6.773918	14.844923	10.590922
	fig|536231.75.peg.42	fig|536231.75.peg.42	hypothetical protein	0.95602	0.797914	0	0.566964	0.882159	0.549941	9.515056	19.34322	7.751369	0	4.042131	3.460956	0	0	0	5.398779	36.138132	0
RIL182_00043	fig|536231.75.peg.43	fig|536231.75.peg.43|RIL182_00043	hypothetical protein	6.354911	3.064792	2.990967	8.073303	3.267611	15.992534	30.983668	35.381815	30.706465	21.530757	31.257256	16.311305	7.314002	17.258473	0	4.880132	32.07166	27.433214
RIL182_00044	fig|536231.75.peg.44	fig|536231.75.peg.44|RIL182_00044	protein of unknown function DUF1214	3.987368	1.99877	3.653243	5.938487	2.272417	9.916722	51.827432	54.342314	46.373367	11.916937	16.458572	13.650692	9.568368	11.660423	34.397818	4.778153	13.172476	21.936061
RIL182_00045	fig|536231.75.peg.45	fig|536231.75.peg.45|RIL182_00045	Alkyl sulfatase	4.332377	2.030075	3.101868	7.273661	2.675728	8.925722	60.848936	51.21044	47.640241	10.814512	16.099166	11.521292	7.660992	23.523681	25.245524	6.501204	11.684324	17.446239
RIL182_00046	fig|536231.75.peg.46	fig|536231.75.peg.46|RIL182_00046	RNA polymerase sigma factor SigV	101.192657	62.042841	88.394672	624.337236	283.048297	421.832512	234.662527	295.273788	241.291806	1268.709179	1503.719377	1727.246028	950.180322	1254.786711	1148.664625	41.1699	347.163121	465.273313
RIL182_00047	fig|536231.75.peg.47	fig|536231.75.peg.47|RIL182_00047	hypothetical protein	29.145278	20.197608	14.684176	183.430636	94.807363	124.085689	40.645805	41.790794	36.796972	308.524704	310.716113	416.173767	163.227176	249.224184	257.066322	4.979336	45.834779	68.559974
RIL182_00049	fig|536231.75.peg.48	fig|536231.75.peg.48|RIL182_00049	acetyl esterase family enzyme	24.139516	11.530199	19.759296	46.588489	20.725642	40.361492	65.860836	53.750447	58.940788	122.62756	140.482502	155.244609	55.257772	73.171498	88.272172	5.994066	30.528978	16.252749
RIL182_00050	fig|536231.75.peg.49	fig|536231.75.peg.49|RIL182_00050	Tyrosyl-tRNA synthetase (EC 6.1.1.1)	24.668145	11.381207	20.112957	36.420429	12.9864	41.854414	71.229111	78.04581	75.840465	47.868029	47.329871	46.16596	9.106353	60.645462	18.363731	7.793597	18.074101	15.041786
RIL182_00051	fig|536231.75.peg.50	fig|536231.75.peg.50|RIL182_00051	hypothetical protein	5.010732	2.928832	5.036121	3.351939	2.456271	1.801775	20.13438	21.81958	16.09674	11.975315	4.292882	3.778428	26.319836	0	0	3.257907	27.370578	23.375302
RIL182_00052	fig|536231.75.peg.51	fig|536231.75.peg.51|RIL182_00052	RNA polymerase sigma factor	2.41781	1.630413	0.988701	2.17114	1.300193	1.130081	7.90966	8.238814	5.502649	1.730708	2.336338	12.986191	11.908226	21.231728	0	8.249781	8.03837	0
RIL182_00053	fig|536231.75.peg.52	fig|536231.75.peg.52|RIL182_00053	ECF-type sigma factor negative effector	1.518237	0.929772	0.773012	1.18548	1.006334	0.740366	1.343475	1.677571	1.043002	4.147655	4.213931	3.943143	3.822379	1.755135	0	0.820097	0.834934	0
RIL182_00054	fig|536231.75.peg.53	fig|536231.75.peg.53|RIL182_00054	Hydrolase (HAD superfamily) in cluster with DUF1447	4.550854	3.790875	3.942336	3.656869	3.429298	9.959658	6.287616	9.047823	9.341728	15.279355	22.9496	12.349182	4.114795	8.054926	0	1.664585	6.642701	4.226263
RIL182_00055	fig|536231.75.peg.54	fig|536231.75.peg.54|RIL182_00055	hypothetical protein	3.224492	2.177282	2.980697	2.922386	2.864057	6.808121	5.394922	6.708464	4.552726	12.864653	13.299886	11.006129	1.3507	9.452151	26.194443	2.08638	6.537268	1.783458
RIL182_00056	fig|536231.75.peg.55	fig|536231.75.peg.55|RIL182_00056	Substrate-specific component BioY of biotin ECF transporter	7.685051	3.519101	7.174537	1.475304	1.997218	2.919843	7.03137	7.139206	3.568004	0.911618	4.941173	3.787424	3.411801	17.080413	0	2.399474	19.666008	0
RIL182_00057	fig|536231.75.peg.56	fig|536231.75.peg.56|RIL182_00057	Biotin synthase (EC 2.8.1.6)	3.062162	1.728198	1.105961	0.883663	0.721304	0.808143	2.895171	3.636555	2.598261	1.92483	1.322946	1.149978	0	7.878314	0	0.648708	12.259348	0
RIL182_00058	fig|536231.75.peg.57	fig|536231.75.peg.57|RIL182_00058	Dethiobiotin synthase BioD (EC 6.3.3.3)	2.888541	1.876852	4.029657	0.983585	0.984609	0.549907	3.843259	7.209231	3.692993	2.907852	1.588401	3.118437	0.540655	4.485597	0	0	18.247243	1.788034
RIL182_00059	fig|536231.75.peg.58	fig|536231.75.peg.58|RIL182_00059	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase (EC 2.6.1.62)	5.021433	2.406454	3.400653	1.653628	1.591258	1.17258	6.250958	5.078931	4.898518	4.892183	3.793712	3.108812	5.36255	2.427495	0	2.104679	6.495058	7.80972
RIL182_00060	fig|536231.75.peg.59	fig|536231.75.peg.59|RIL182_00060	hypothetical protein	25.799381	18.213391	5.342857	36.238163	17.689385	44.480957	38.094651	47.793887	65.750102	38.01365	66.012315	48.847883	37.667103	0	68.366252	41.867146	0	33.555834
RIL182_00061	fig|536231.75.peg.60	fig|536231.75.peg.60|RIL182_00061	"Pyruvate:ferredoxin oxidoreductase, alpha subunit (EC 1.2.7.1) / Pyruvate:ferredoxin oxidoreductase, beta subunit (EC 1.2.7.1)"	0.262034	0.165835	0.32509	0.07497	0.026206	0.187466	1.311461	3.510063	1.654947	0.067747	0.5639	0.162448	0.062257	1.424915	0	0.12396	2.44488	0
RIL182_00062	fig|536231.75.peg.61	fig|536231.75.peg.61|RIL182_00062	"Pyruvate:ferredoxin oxidoreductase, gamma subunit (EC 1.2.7.1) / Pyruvate:ferredoxin oxidoreductase, delta subunit (EC 1.2.7.1)"	0.108013	0.116704	0.357892	0.069679	0.145218	0.141254	1.07247	1.666734	0.907507	0	0	0.409647	1.108044	0	0	0	0	0
RIL182_00063	fig|536231.75.peg.62	fig|536231.75.peg.62|RIL182_00063	"Inner membrane protein YbiR, putative anion permease"	14.899405	8.025405	13.705007	12.995865	6.131343	26.073429	67.996226	77.665515	89.947774	42.372338	47.324798	38.389457	28.456967	48.086592	47.016349	11.100217	38.210586	28.90765
RIL182_00064	fig|536231.75.peg.63	fig|536231.75.peg.63|RIL182_00064	Membrane protein	12.832924	6.531875	9.582085	9.307088	5.420355	19.815478	38.879729	40.636469	39.180894	48.069069	36.667327	44.086325	41.71234	58.71758	35.081859	12.935905	28.244555	44.343899
RIL182_00065	fig|536231.75.peg.64	fig|536231.75.peg.64|RIL182_00065	Glycerophosphoryl diester phosphodiesterase (EC 3.1.4.46)	0.199334	0.182176	0.09253	0.148976	0.022896	0.14973	1.194964	0.641147	0.503045	0.495403	1.695961	0.886553	0.689334	0	0	0	0	0
RIL182_00066	fig|536231.75.peg.65	fig|536231.75.peg.65|RIL182_00066	Lysophospholipase L2 (EC 3.1.1.5)	0.291825	0.187699	0.04392	0.103168	0.125278	0.136948	0.849641	2.078492	0.846897	0.572884	0.78758	0	0	0	0	0	2.210623	0
RIL182_00067	fig|536231.75.peg.66	fig|536231.75.peg.66|RIL182_00067	Uncharacterized MFS-type transporter YxiO	0.300584	0.268461	0.121136	0.331977	0.08519	0.587351	0.714376	1.294214	1.387752	0.1278	0.17651	1.223793	1.06032	0.816171	2.287312	0.156244	7.736043	0
RIL182_00068	fig|536231.75.peg.67	fig|536231.75.peg.67|RIL182_00068	hypothetical protein	0.212982	0.136588	0	0.379544	0.072619	0.410143	0	0	0.7445	0.319424	0	0.76065	0	0	0	0	0	0
RIL182_00069	fig|536231.75.peg.68	fig|536231.75.peg.68|RIL182_00069	Polyphosphate kinase (EC 2.7.4.1)	0.360507	0.271014	0.269405	0.536401	0.149129	0.243919	1.314671	1.766677	0.691871	1.031136	0.879529	1.426001	2.333905	5.631993	0	0.120995	1.883045	0
RIL182_00070	fig|536231.75.peg.69	fig|536231.75.peg.69|RIL182_00070	"Phosphate ABC transporter, substrate-binding protein PstS (TC 3.A.1.7.1)"	0.95846	0.58009	0.650021	0.894444	0.129357	0.735596	0.506401	0.704746	0.973714	0.734793	0.252676	1.536861	0	0	0	0.337581	0.636969	4.254612
RIL182_00071	fig|536231.75.peg.70	fig|536231.75.peg.70|RIL182_00071	"Phosphate ABC transporter, permease protein PstC (TC 3.A.1.7.1)"	0.48746	0.26191	0.053333	0.491516	0.318199	0.502566	0.771715	1.796721	1.121416	1.420761	1.622448	2.826046	0	0	0	0.218021	0	0
RIL182_00072	fig|536231.75.peg.71	fig|536231.75.peg.71|RIL182_00072	"Phosphate ABC transporter, permease protein PstA (TC 3.A.1.7.1)"	0.36911	0.202157	0.168211	0.328801	0.155269	0.632618	1.032792	1.792241	0.602007	0.667881	0.916133	0.797391	0	0	0	0	9.602131	0
RIL182_00073	fig|536231.75.peg.72	fig|536231.75.peg.72|RIL182_00073	"Phosphate ABC transporter, ATP-binding protein PstB (TC 3.A.1.7.1)"	0.455649	0.33891	0.96061	0.37713	0.091101	0.50973	0.936712	2.03536	0.770555	2.271781	0	0	0	0	0	1.659039	0	0
RIL182_00074	fig|536231.75.peg.73	fig|536231.75.peg.73|RIL182_00074	Phosphate transport system regulatory protein PhoU	0.387221	0.205426	0.324856	0.57349	0.567888	0.410646	4.852654	2.016216	2.07206	1.047415	0	2.492343	0.650778	0	0	0.322876	13.833233	0
RIL182_00075	fig|536231.75.peg.74	fig|536231.75.peg.74|RIL182_00075	Sodium-dependent phosphate transporter	87.170611	48.232365	80.48625	75.91541	58.765967	172.669584	83.687787	76.185618	70.02595	115.89616	124.104306	94.928119	79.598732	82.741365	76.475876	46.104677	68.981628	76.434178
RIL182_00076	fig|536231.75.peg.75	fig|536231.75.peg.75|RIL182_00076	Phosphate regulon transcriptional regulatory protein PhoB (SphR)	39.467701	24.047759	26.959723	38.41023	27.407945	51.767271	76.230184	76.67898	94.677258	49.215056	44.541314	56.164669	53.064189	84.536003	55.750203	31.368439	97.661766	77.459856
RIL182_00077	fig|536231.75.peg.76	fig|536231.75.peg.76|RIL182_00077	Phosphate regulon sensor protein PhoR (SphS) (EC 2.7.13.3)	12.293071	6.804513	10.618202	13.32867	11.002938	28.738815	18.391707	19.532831	19.916207	27.605134	32.128222	22.185999	16.098452	11.215971	13.053855	6.95031	19.814123	7.232612
RIL182_00078	fig|536231.75.peg.77	fig|536231.75.peg.77|RIL182_00078	"DNA/RNA helicases, SNF2 family"	30.122139	15.170477	24.355587	38.72213	23.430652	38.837212	66.043244	60.872106	62.490177	84.70687	90.553903	74.091716	42.339233	46.070024	50.380056	20.48233	53.283958	51.495962
	fig|536231.75.peg.78	fig|536231.75.peg.78	hypothetical protein	1.305203	7.215146	19.397483	0	6.722726	15.98612	0	0	0	0	0	0	0	0	0	0	0	0
RIL182_00079	fig|536231.75.peg.79	fig|536231.75.peg.79|RIL182_00079	Putative manganese efflux pump MntP	13.793421	9.4571	10.644042	16.608559	14.534339	41.192314	7.259488	15.13855	20.083959	44.529996	55.193874	62.054078	48.427268	41.906087	33.718736	92.316402	36.180659	21.370844
RIL182_00080	fig|536231.75.peg.80	fig|536231.75.peg.80|RIL182_00080	"Inner membrane protein YrbG, predicted calcium/sodium:proton antiporter"	22.336658	15.551237	19.360612	30.965951	25.331654	77.582068	121.887591	95.185931	107.630489	118.14321	130.214075	155.190007	155.557072	191.304974	167.990467	185.909322	144.899556	180.895799
RIL182_00081	fig|536231.75.peg.81	fig|536231.75.peg.81|RIL182_00081	hypothetical protein	41.994594	19.285782	17.288656	85.12155	42.180315	56.227116	79.479422	65.724747	76.790535	347.839977	420.903314	313.070631	161.287446	216.060112	217.458978	40.268682	164.38225	65.751386
RIL182_00082	fig|536231.75.peg.82	fig|536231.75.peg.82|RIL182_00082	hypothetical protein	68.659886	38.141602	60.543469	199.078753	83.585288	196.146439	635.1829	533.611647	522.627009	444.139733	558.158672	409.447734	479.145329	577.10548	592.23008	236.451643	334.349942	357.010778
RIL182_00083	fig|536231.75.peg.83	fig|536231.75.peg.83|RIL182_00083	hypothetical protein	137.984538	65.81682	43.286575	103.833354	158.727471	19.327793	50.561695	58.624062	60.424069	42.323357	51.772104	49.858021	51.700426	114.948891	94.870229	17.341705	14.448556	59.728008
RIL182_00084	fig|536231.75.peg.84	fig|536231.75.peg.84|RIL182_00084	hypothetical protein	243.192468	188.657149	152.299312	191.77176	319.343462	54.718985	51.686454	85.332172	102.469103	66.861177	88.426786	73.706423	89.899345	177.595725	82.711349	90.172466	53.951917	49.101401
RIL182_00085	fig|536231.75.peg.85	fig|536231.75.peg.85|RIL182_00085	Glycerol uptake operon antiterminator regulatory protein	101.765895	71.299771	66.720921	250.967347	173.139521	110.393906	250.011019	238.876312	207.380383	273.857054	253.390007	185.855645	686.917294	379.881226	446.88636	100.401794	635.390018	747.474281
RIL182_00086	fig|536231.75.peg.86	fig|536231.75.peg.86|RIL182_00086	FIG01032097: hypothetical protein	8.243107	3.764488	4.812078	18.683296	7.663623	19.218062	37.506281	38.357378	33.462807	75.918981	76.712751	117.113441	232.297583	301.623616	310.375851	4.570895	124.567781	94.228982
RIL182_00087	fig|536231.75.peg.87	fig|536231.75.peg.87|RIL182_00087	hypothetical protein	5.923432	2.400834	1.040976	14.265918	6.189569	14.209381	12.592596	25.934093	24.771912	57.916649	47.975067	75.03334	153.577562	208.810336	183.588027	4.202829	140.545897	71.404144
RIL182_00088	fig|536231.75.peg.88	fig|536231.75.peg.88|RIL182_00088	FIG00513240: hypothetical protein	8.867437	4.17908	2.742006	19.608879	6.247734	16.559957	63.224392	54.007828	60.718727	80.276037	77.259914	177.869362	287.992913	521.294449	596.353132	10.30828	183.921521	271.070296
RIL182_00089	fig|536231.75.peg.89	fig|536231.75.peg.89|RIL182_00089	hypothetical protein	41.496074	36.680911	39.191246	34.071606	21.254062	58.049759	18.413713	23.578591	20.817522	46.593806	54.238068	58.548516	244.203636	182.659425	184.54733	58.078733	149.865782	83.460628
RIL182_00090	fig|536231.75.peg.90	fig|536231.75.peg.90|RIL182_00090	FIG01031723: hypothetical protein	10.762159	6.163539	9.837012	31.211778	12.249592	31.911127	62.289587	70.899612	80.420179	119.512639	140.585583	174.234422	412.933522	647.83707	673.777166	18.916289	246.02296	230.13791
RIL182_00091	fig|536231.75.peg.91	fig|536231.75.peg.91|RIL182_00091	"Tn916, transcriptional regulator, putative"	6.470968	3.093864	4.661948	15.525675	6.074905	13.136035	36.014415	33.946469	34.116068	71.401923	62.625747	116.66784	322.517296	286.873686	314.87803	18.125152	194.807064	165.362995
RIL182_00092	fig|536231.75.peg.92	fig|536231.75.peg.92|RIL182_00092	hypothetical protein	3.881999	1.123125	5.493551	8.892761	0.734745	4.051633	25.31111	15.833289	15.409971	59.385049	35.103169	69.163363	442.659895	290.266403	321.981675	0	22.53975	405.187215
RIL182_00093	fig|536231.75.peg.93	fig|536231.75.peg.93|RIL182_00093	FIG086557: Conjugation related protein	12.374958	5.303317	3.893178	21.174878	8.514514	29.460609	41.458617	70.454205	21.65034	92.905129	216.258341	193.595194	684.104855	612.107593	430.353401	10.161537	220.876584	125.226527
RIL182_00094	fig|536231.75.peg.94	fig|536231.75.peg.94|RIL182_00094	"Uncharacterized membrane spanning protein, contains VanZ-like domain"	924.664881	1092.263515	1121.771846	2562.715745	1922.952045	1828.352484	153.992986	163.955989	198.377857	235.633779	242.102637	185.049503	267.043654	242.92441	166.349518	1915.518002	91.224778	105.390238
RIL182_00095	fig|536231.75.peg.95	fig|536231.75.peg.95|RIL182_00095	FIG00512738: hypothetical protein	14.399729	6.490421	8.03182	41.425138	16.426129	20.277177	84.199021	69.776405	61.430018	145.151018	187.269936	265.812892	839.352168	608.346594	755.411466	17.454069	399.717343	548.461656
